iata,name,city,state,country,latitude,longitude,min,max,min_latitude,min_longitude,max_latitude,max_longitude
e60,Eloy Municipal,eloy,az,usa,32.80700583,-111.58679,2.82233,8.38739,32.81210709,-111.6352005,32.80858612,-111.4426193
e63,Gila Bend Municipal,gila bend,az,usa,32.95810083,-112.6782181,2.36075,2.9259,32.94782639,-112.7168274,32.91671371,-112.6673813
e80,Alexander Municipal,belen,nm,usa,34.64519778,-106.8336958,3.49334,6.11117,34.66283798,-106.776413,34.73258972,-106.8503952
e94,Glenwood-Catron County,glenwood,nm,usa,33.35283972,-108.8672858,2.70305,2.70305,33.31598663,-108.8828125,33.31598663,-108.8828125
eaa,Eagle,eagle,ak,usa,64.77639306,-141.1509206,0.354545,0.354545,32.67624283,-97.94087219,32.67624283,-97.94087219
eat,Pangborn Memorial,wenatchee,wa,usa,47.39886111,-120.2068333,6.32619,6.32619,47.34385681,-120.0990067,47.34385681,-120.0990067
ebs,Webster City Municipal,webster city,ia,usa,42.43663889,-93.86886111,11.8013,15.8332,42.27136612,-93.9271698,42.26136398,-94.06856537
edn,Enterprise Municipal,enterprise,al,usa,31.29972222,-85.89986111,2.8471,2.8471,31.31517029,-85.85521698,31.31517029,-85.85521698
eed,Needles,needles,ca,usa,34.76619444,-114.6232931,7.47344,7.47344,34.77132034,-114.4915085,34.77132034,-114.4915085
efc,Belle Fourche Municipal,belle fourche,sd,usa,44.7342075,-103.8619925,4.4053,17.1705,44.67090607,-103.8514099,44.86998749,-104.15522
eft,Monroe Municipal,monroe,wi,usa,42.61493972,-89.59075583,2.64338,2.64338,42.60182953,-89.63923645,42.60182953,-89.63923645
egq,Emmetsburg Municipal,emmetsburg,ia,usa,43.10202056,-94.704675,1.32124,9.67167,43.11274338,-94.6830368,43.23773956,-94.75137329
egv,Eagle River Union,eagle river,wi,usa,45.93179639,-89.26906778,1.55703,1.55703,45.91717529,-89.24430084,45.91717529,-89.24430084
ekm,Elkhart Municipal,elkhart,in,usa,41.71935833,-86.00168361,2.92526,2.92526,41.68199539,-85.97666931,41.68199539,-85.97666931
eko,Elko Regional,elko,nv,usa,40.82492611,-115.7916964,1.59704,19.7403,40.83242035,-115.7631226,40.95075607,-115.4528427
elo,Ely Municipal,ely,mn,usa,47.82454639,-91.83073056,9.60415,22.4191,47.70852661,-91.94460297,47.63480377,-91.4394989
emt,El Monte,el monte,ca,usa,34.08600889,-118.0348453,2.0123,5.32177,34.10829926,-118.0577545,34.1616745,-118.0528488
ena,Kenai Municipal,kenai,ak,usa,60.572,-151.2475278,1.36669,1.36669,60.55444336,-151.2583313,60.55444336,-151.2583313
enl,Centralia Municipal,centralia,il,usa,38.51479889,-89.09217944,1.62568,1.62568,38.49226761,-89.09833527,38.49226761,-89.09833527
enn,Nenana Municipal,nenana,ak,usa,64.54898167,-149.0735053,1.28497,1.28497,64.56390381,-149.0934753,64.56390381,-149.0934753
env,Wendover,wendover,ut,usa,40.71869528,-114.03089,1.3223,2.62795,40.73718262,-114.0375214,40.7390976,-114.0733414
epm,Eastport Municipal,eastport,me,usa,44.91011111,-67.01269444,1.11495,1.11495,44.90646744,-66.99050903,44.90646744,-66.99050903
esc,Delta County,escanaba,mi,usa,45.72266972,-87.09373139,2.10942,2.10942,45.74557114,-87.06474304,45.74557114,-87.06474304
est,Estherville Municipal,estherville,ia,usa,43.40744444,-94.74641667,6.49452,6.49452,43.31968307,-94.79276276,43.31968307,-94.79276276
evb,New Smyrna Beach Municipal,new smyrna beach,fl,usa,29.05580556,-80.94836111,2.29277,2.45275,29.0666523,-80.91307068,29.02581978,-80.92700195
exx,Davidson County,lexington,nc,usa,35.78114028,-80.30378194,4.09734,5.21303,35.82402802,-80.25338745,35.79023743,-80.21150208
eye,Eagle Creek Airpark,indianapolis,in,usa,39.83070944,-86.29438056,2.07764,2.07764,39.80976486,-86.32249451,39.80976486,-86.32249451
eyw,Key West International,key west,fl,usa,24.55611111,-81.75955556,0.922185,2.97394,24.56255722,-81.77243805,24.55690956,-81.80690002
f06,Marian Airpark,wellington,tx,usa,34.84561083,-100.1959481,1.24263,1.24263,34.85616684,-100.2137299,34.85616684,-100.2137299
f17,Center Municipal,center,tx,usa,31.83158333,-94.15641667,2.83135,2.83135,31.79545212,-94.17908478,31.79545212,-94.17908478
f18,Cleburne Municipal,cleburne,tx,usa,32.35376389,-97.43375,2.77794,4.21623,32.34764481,-97.3866806,32.29347992,-97.44446564
f21,Memphis Municipal,memphis,tx,usa,34.73958944,-100.5297008,1.0497,1.0497,34.72477722,-100.5340118,34.72477722,-100.5340118
f30,Sulphur Municipal,sulphur,ok,usa,34.52453278,-96.98973944,1.67333,1.67333,34.50786591,-96.96835327,34.50786591,-96.96835327
f32,Healdton Municipal,healdton,ok,usa,34.24925806,-97.47391306,1.36998,1.36998,34.23314667,-97.4878006,34.23314667,-97.4878006
f37,Wauchula Municipal,wauchula,fl,usa,27.51364889,-81.88063917,4.7853,9.20909,27.54725838,-81.81147003,27.6383667,-81.82397461
f39,Grayson County,sherman/denison,tx,usa,33.71411111,-96.67366667,2.51409,2.51409,37.41560745,-86.2191391,37.41560745,-86.2191391
f41,Ennis Municipal,ennis,tx,usa,32.32969444,-96.66388889,2.25638,2.25638,32.32931137,-96.62526703,32.32931137,-96.62526703
f46,Rockwall Municipal,rockwall,tx,usa,32.93059444,-96.43548556,1.40494,1.40494,32.93123245,-96.45970917,32.93123245,-96.45970917
f70,French Valley,murieta/temecula,ca,usa,33.57605556,-117.1279722,4.06852,4.06852,33.58923721,-117.0596848,33.58923721,-117.0596848
f91,Thomas P Stafford,weatherford,ok,usa,35.54482944,-98.66849028,2.54709,2.54709,35.52616501,-98.70757294,35.52616501,-98.70757294
f99,Holdenville Municipal,holdenville,ok,usa,35.085875,-96.41666667,1.06252,1.06252,35.08036041,-96.39917755,35.08036041,-96.39917755
fbr,Fort Bridger,fort bridger,wy,usa,41.39193583,-110.4067961,5.33427,7.4137,41.31661606,-110.3843231,41.32736588,-110.2928314
fci,Chesterfield County,richmond,va,usa,37.4065375,-77.52498667,3.26183,5.2914,37.38599777,-77.57850647,37.36732101,-77.60778809
fcm,Flying Cloud,minneapolis,mn,usa,44.82724111,-93.45714639,2.01441,2.01441,44.85468674,-93.47078705,44.85468674,-93.47078705
fep,Albertus,freeport,il,usa,42.24626722,-89.58223944,0.605889,0.605889,42.24085617,-89.57261658,42.24085617,-89.57261658
ffa,First Flight,kill devil hills,nc,usa,36.01822278,-75.67128694,0.904597,2.87275,36.03072357,-75.67601013,36.02284241,-75.72237396
fit,Fitchburg Municipal,fitchburg,ma,usa,42.55412194,-71.75895639,3.3,3.3,42.59453583,-71.72451782,42.59453583,-71.72451782
fld,Fond Du Lac County,fond du lac,wi,usa,43.77117417,-88.48842917,2.14111,2.14111,43.77487564,-88.44580078,43.77487564,-88.44580078
flo,Florence Regional,florence,sc,usa,34.18536111,-79.72388889,2.6326,4.347,34.19844437,-79.76716614,34.22172928,-79.78598022
flp,Marion County Regional,flippin,ar,usa,36.29087528,-92.59023417,0.908377,0.908377,36.27895737,-92.59710693,36.27895737,-92.59710693
flx,Fallon Municipal,fallon,nv,usa,39.499545,-118.7490197,2.0733,2.0733,39.48099899,-118.7799988,39.48099899,-118.7799988
fme,Tipton,odenton,md,usa,39.08538667,-76.75941444,1.5055,5.20834,39.1051712,-76.747612,39.06705475,-76.66524506
fmn,Four Corners Regional,farmington,nm,usa,36.74125,-108.2299444,7.22466,7.22466,36.73429871,-108.3601608,36.73429871,-108.3601608
fot,Rohnerville,fortuna,ca,usa,40.55393583,-124.1326589,3.24073,14.3193,40.59740829,-124.1560364,40.40041733,-123.9500427
frh,French Lick Municipal,french lick,in,usa,38.50622139,-86.63693528,13.8583,13.8583,38.66643906,-86.79110718,38.66643906,-86.79110718
frm,Fairmont Municipal,fairmont,mn,usa,43.64394111,-94.41561556,2.34523,2.34523,43.6521759,-94.46108246,43.6521759,-94.46108246
fsu,Fort Sumner Municipal,fort sumner,nm,usa,34.48339944,-104.2171967,1.81515,1.81515,34.47166824,-104.2455063,34.47166824,-104.2455063
fsw,Fort Madison Municipal,fort madison,ia,usa,40.6592625,-91.3268175,2.11857,7.67344,40.62994003,-91.31519318,40.71720505,-91.45172882
ful,Fullerton Municipal,fullerton,ca,usa,33.87201417,-117.9797842,0.431089,4.676,33.86666489,-117.9761124,33.93301392,-117.9447784
fve,Northern Aroostook Regional,frenchville,me,usa,47.28550417,-68.31275,2.93091,7.66154,47.2430954,-68.31365204,47.30531693,-68.15197754
fwn,Sussex,sussex,nj,usa,41.20020667,-74.62305056,12.1643,12.1643,45.86419296,-65.57611847,45.86419296,-65.57611847
fxe,Fort Lauderdale Executive,ft. lauderdale,fl,usa,26.19728,-80.17070833,0.60641,4.12545,26.19831085,-80.18041229,26.24250984,-80.21414948
fyu,Fort Yukon,fort yukon,ak,usa,66.57149028,-145.2504169,0.806632,0.806632,66.56472015,-145.2738953,66.56472015,-145.2738953
fzg,Fitzgerald Municipal,fitzgerald,ga,usa,31.68368667,-83.27046056,6.28669,6.28669,31.59435654,-83.25043488,31.59435654,-83.25043488
gab,Gabbs,gabbs,nv,usa,38.92409111,-117.9590072,4.59077,4.59077,38.8613472,-117.931015,38.8613472,-117.931015
gag,Gage,gage,ok,usa,36.29553889,-99.77642361,1.73851,1.73851,36.31559372,-99.75762177,36.31559372,-99.75762177
gck,Garden City Regional,garden city,ks,usa,37.92751556,-100.7244147,4.09842,4.09842,37.88158798,-100.6764297,37.88158798,-100.6764297
gct,Guthrie County Regional,guthrie center,ia,usa,41.68776417,-94.43524611,3.73485,3.73485,41.69165421,-94.36302185,41.69165421,-94.36302185
gdm,Gardner Municipal,gardner,ma,usa,42.54986639,-72.01602194,1.5813,2.64989,38.81092453,-94.9272995,42.55564499,-72.06758118
gdv,Dawson Community,glendive,mt,usa,47.13871861,-104.8071994,5.00972,5.00972,47.10528946,-104.7124634,47.10528946,-104.7124634
geu,Glendale Municipal,glendale,az,usa,33.52726278,-112.2951564,2.46813,2.46813,33.50399017,-112.327858,33.50399017,-112.327858
gge,Georgetown County,georgetown,sc,usa,33.31169444,-79.31958333,4.72929,14.2462,33.37683487,-79.29449463,33.44093704,-79.12730408
gkt,Gatlinburg-Pigeon Forge,sevierville,tn,usa,35.85775889,-83.52870472,1.98879,1.98879,35.86814499,-83.56183624,35.86814499,-83.56183624
glw,Glasgow Municipal,glasgow,ky,usa,37.03205556,-85.95261111,3.38767,3.38767,36.99588394,-85.91191864,36.99588394,-85.91191864
gly,Clinton Memorial,clinton,mo,usa,38.35657306,-93.68417694,8.13997,8.13997,38.30946732,-93.54660034,38.30946732,-93.54660034
gmj,Grove Municipal,grove,ok,usa,36.60527056,-94.73856667,9.60855,9.60855,36.51257706,-94.61133575,36.51257706,-94.61133575
gmu,Greenville Downtown,greenville,sc,usa,34.84794444,-82.35,2.03527,3.41497,34.86199188,-82.38150787,34.87096786,-82.40325165
gng,Gooding Municipal,gooding,id,usa,42.91716639,-114.7651575,9.78774,9.78774,42.91386414,-114.9583206,42.91386414,-114.9583206
gnt,Grants-Milan Municipal,grants,nm,usa,35.16531472,-107.9006142,3.17464,15.6993,35.14725876,-107.8514481,35.30051804,-108.1272583
gpm,Grand Prairie Municipal,grand prairie,tx,usa,32.69858333,-97.04652778,3.05759,3.05759,32.65736771,-97.02846527,32.65736771,-97.02846527
grb,Austin Straubel International,green bay,wi,usa,44.48507333,-88.12959,2.39145,2.39145,44.4779892,-88.08213806,44.4779892,-88.08213806
grd,Greenwood County,greenwood,sc,usa,34.24872222,-82.15908333,3.68684,11.4963,34.19540024,-82.16178894,34.39845276,-82.24678802
grn,Gordon Municipal,gordon,ne,usa,42.80597222,-102.17525,1.43339,1.43339,42.80472183,-102.2032166,42.80472183,-102.2032166
gso,Piedmont Triad International,greensboro,nc,usa,36.09774694,-79.9372975,1.19811,5.86349,36.09405136,-79.95824432,36.01847839,-79.90007019
gst,Gustavus,gustavus,ak,usa,58.42438139,-135.7073814,1.40206,1.40206,58.41283798,-135.7375641,58.41283798,-135.7375641
gtu,Georgetown Municipal,georgetown,tx,usa,30.67880889,-97.67938389,1.42642,1.53293,30.66433907,-97.66227722,30.67159843,-97.65500641
gup,Gallup Municipal,gallup,nm,usa,35.51105833,-108.7893094,2.28192,20.5213,35.50527573,-108.8289261,35.77473831,-108.6209183
gvl,Lee Gilmer Memorial,gainesville,ga,usa,34.27290389,-83.82681333,1.78201,1.78201,34.29787827,-83.82406616,34.29787827,-83.82406616
gyr,Phoenix Goodyear,goodyear,az,usa,33.42281972,-112.3759919,3.81508,4.9658,33.4022522,-112.4375229,33.37977982,-112.3068008
h04,Vinita Municipal,vinita,ok,usa,36.63301806,-95.15136111,0.42179,0.42179,36.63869476,-95.15413666,36.63869476,-95.15413666
h21,Camdenton Memorial,camdenton,mo,usa,37.97468528,-92.69161528,3.74103,3.74103,38.00809097,-92.74462891,38.00809097,-92.74462891
h79,Eldon Model Airpark,eldon,mo,usa,38.36062611,-92.57157139,1.00367,1.00367,38.34836197,-92.58157349,38.34836197,-92.58157349
h96,Benton Municipal,benton,il,usa,38.00675111,-88.93441528,4.74334,4.74334,37.98310471,-89.01618195,37.98310471,-89.01618195
haf,Half Moon Bay,half moon bay,ca,usa,37.51382944,-122.5010892,0.745484,5.89925,37.52090836,-122.5107651,37.59872055,-122.4977646
hbv,Jim Hogg County,hebbronville,tx,usa,27.34955556,-98.73697222,4.67122,4.67122,27.30683899,-98.6780777,27.30683899,-98.6780777
hbz,Heber Springs Municipal,heber springs,ar,usa,35.51169389,-92.01300944,1.73513,1.73513,35.49146652,-92.03125763,35.49146652,-92.03125763
hdh,Dillingham Airfield,mokuleia,hi,usa,21.57947361,-158.1972814,4.64499,9.28079,21.57571983,-158.1248474,21.44548798,-158.1878204
hdn,Yampa Valley,hayden,co,usa,40.48118028,-107.2176597,2.62572,2.62572,40.49712753,-107.2633591,40.49712753,-107.2633591
hfd,Hartford Brainard,hartford,ct,usa,41.73626861,-72.65021389,1.55904,1.55904,41.71426773,-72.65259552,41.71426773,-72.65259552
hhf,Hemphill County,canadian,tx,usa,35.89530778,-100.4036397,1.72394,1.72394,35.91281891,-100.3820801,35.91281891,-100.3820801
hhg,Huntington Municipal,huntington,in,usa,40.85299,-85.45941917,3.49027,27.0931,39.32663727,-110.9646149,38.97436523,-110.8350754
hhw,Stan Stamper Municipal,hugo,ok,usa,34.03482556,-95.54190611,1.41078,2.34058,34.02462387,-95.52055359,34.01094437,-95.51290131
hi01,Princeville,hanalei,hi,usa,22.20919,-159.4455339,3.20867,3.20867,22.20299339,-159.495697,22.20299339,-159.495697
hig,Higginsville Industrial Municipal,higginsville,mo,usa,39.07334639,-93.67716083,12.0547,12.0547,38.9716835,-93.49465179,38.9716835,-93.49465179
hii,Lake Havasu City,lake havasu city,az,usa,34.56816056,-114.3561783,0.355881,2.02326,34.46204758,-114.3664703,34.54241562,-114.3651199
hlx,Twin County,galax,va,usa,36.76611472,-80.82356556,4.92274,10.0314,36.76262665,-80.73479462,36.66652298,-80.69187164
hmz,Bedford County,bedford,pa,usa,40.08536861,-78.51221778,4.0654,4.0654,40.02714539,-78.52374268,40.02714539,-78.52374268
hnb,Huntingburg,huntingburg,in,usa,38.24902583,-86.95371833,5.87376,5.87376,38.1689415,-86.98999786,38.1689415,-86.98999786
hnm,Hana,hana,hi,usa,20.79563722,-156.0144378,16.5787,16.5787,20.709692,-156.2535095,20.709692,-156.2535095
hnr,Harlan Municipal,harlan,ia,usa,41.58438889,-95.33963889,7.44685,7.44685,41.47665787,-95.33805847,41.47665787,-95.33805847
hob,Lea County Regional,hobbs,nm,usa,32.68752778,-103.2170278,4.82341,4.91335,32.70261002,-103.1360397,32.70740128,-103.1359024
hoe,Homerville,homerville,ga,usa,31.05591667,-82.77413889,12.3446,12.3446,31.10382462,-82.57319641,31.10382462,-82.57319641
hon,Huron Regional,huron,sd,usa,44.38520056,-98.2285425,1.68027,1.68027,44.36307907,-98.21438599,44.36307907,-98.21438599
hqu,Thomson-McDuffie County,thomson,ga,usa,33.52972639,-82.51678556,4.1327,12.2616,33.47073364,-82.5045929,33.40576935,-82.66869354
hro,Boone County,harrison,ar,usa,36.26152056,-93.15472889,3.21624,3.21624,40.04837418,-86.46916962,40.04837418,-86.46916962
hrr,Healy River,healy,ak,usa,63.86620806,-148.9689842,0.869594,0.869594,63.87049103,-148.9958496,63.87049103,-148.9958496
hrx,Hereford Municipal,hereford,tx,usa,34.85761639,-102.3272017,5.02699,5.02699,34.81506348,-102.3977051,34.81506348,-102.3977051
hsa,Stennis International,bay st louis,ms,usa,30.36780778,-89.45461083,3.72502,3.72502,30.41889572,-89.43471527,30.41889572,-89.43471527
hse,Billy Mitchell,hatteras,nc,usa,35.2327875,-75.617795,0.625561,24.5715,35.23517609,-75.62848663,35.56684494,-75.4684906
hto,East Hampton,east hampton,ny,usa,40.95957778,-72.25185056,3.38334,3.38334,40.9978714,-72.2922287,40.9978714,-72.2922287
htw,"Lawrence County Airpark,inc",chesapeake,oh,usa,38.41924861,-82.4943225,,,,,,
hul,Houlton International,houlton,me,usa,46.12308333,-67.79205556,2.33681,21.2801,46.1251297,-67.84079742,45.81700134,-67.8400116
hwd,Hayward Executive,hayward,ca,usa,37.65926528,-122.1224083,0.123147,4.87512,37.66067123,-122.1232758,37.59632492,-122.0816269
hwv,Brookhaven,shirley,ny,usa,40.81676528,-72.86204722,2.02488,3.91713,40.80204391,-72.84093475,40.76676559,-72.85205078
hxf,Hartford Municipal,hartford,wi,usa,43.34927806,-88.39112528,2.26387,2.26387,43.31777573,-88.37886047,43.31777573,-88.37886047
hyr,Sawyer County,hayward,wi,usa,46.02585722,-91.44424278,2.12292,2.12292,46.01296616,-91.48487091,46.01296616,-91.48487091
i19,Greene County,dayton,oh,usa,39.69172639,-83.99023806,2.45866,2.45866,39.8964653,-80.17922974,39.8964653,-80.17922974
i22,Randolph County,winchester,in,usa,40.16885083,-84.92585333,2.94708,2.94708,40.17198944,-84.98135376,40.17198944,-84.98135376
i23,Fayette County,washington court house,oh,usa,39.57040167,-83.42052444,2.74149,8.79295,39.60506058,-83.39546967,39.55395126,-83.25685883
i43,James A Rhodes,jackson,oh,usa,38.98135194,-82.57785667,2.12315,2.12315,38.98701859,-82.53904724,38.98701859,-82.53904724
i50,Stanton,stanton,ky,usa,37.85008167,-83.84575194,0.746231,13.0054,37.84563828,-83.85825348,37.83380127,-83.6084137
i57,Pike County,waverly,oh,usa,39.16693333,-82.928175,4.13809,4.13809,39.12673569,-82.98545837,39.12673569,-82.98545837
i66,Clinton,wilmington,oh,usa,39.50286111,-83.86305556,1.19868,1.19868,39.70815659,-87.37957001,39.70815659,-87.37957001
i67,Cincinnati West,harrison,oh,usa,39.25894444,-84.77430556,0.981271,0.981271,39.26188278,-84.7922287,39.26188278,-84.7922287
i69,Clermont County,batavia,oh,usa,39.07839722,-84.21020722,1.79015,1.79015,39.07700729,-84.17687988,39.07700729,-84.17687988
i74,Grimes,urbana,oh,usa,40.12928306,-83.7548775,4.40987,4.40987,40.54318237,-76.22974396,40.54318237,-76.22974396
i75,Osceola Municipal,osceola,ia,usa,41.05221889,-93.68966222,2.04175,2.04175,38.046978,-93.70352936,38.046978,-93.70352936
i88,Pontiac Municipal,pontiac,il,usa,40.92372222,-88.6255,2.39818,2.39818,40.94114304,-88.58367157,40.94114304,-88.58367157
i95,Hardin County,kenton,oh,usa,40.61072,-83.64359694,10.6617,10.6617,40.55949402,-83.83521271,40.55949402,-83.83521271
iad,Washington Dulles International,chantilly,va,usa,38.94453194,-77.45580972,3.23781,3.23781,38.98670578,-77.42965698,38.98670578,-77.42965698
ida,Idaho Falls Regional,idaho falls,id,usa,43.51455556,-112.0701667,2.12648,2.12648,43.49352264,-112.0400925,43.49352264,-112.0400925
idl,Indianola Municipal,indianola,ms,usa,33.48574611,-90.67887611,2.76617,2.76617,33.45095062,-90.65509033,33.45095062,-90.65509033
ien,Pine Ridge,pine ridge,sd,usa,43.02257694,-102.5110728,2.12396,16.2742,43.02837753,-102.5522614,43.18859482,-102.739624
igm,Kingman,kingman,az,usa,35.25947222,-113.9380556,6.16881,8.09936,35.20139313,-114.0209503,35.18944168,-114.053009
ijd,Windham,willimantic,ct,usa,41.74404028,-72.18023583,1.38326,5.70614,41.74954224,-72.15451813,41.80842972,-72.24951935
ikv,Ankeny Regional,ankeny,ia,usa,41.69128556,-93.56630333,6.18481,6.18481,41.64415741,-93.46466064,41.64415741,-93.46466064
ili,Iliamna,iliamna,ak,usa,59.75380028,-154.9109597,2.42529,3.26246,59.72000122,-154.8972168,59.79965973,-154.8843689
ilm,Wilmington International,wilmington,nc,usa,34.27061111,-77.90255556,3.41264,7.49039,34.2416153,-77.95097351,34.20799255,-77.79559326
imt,Ford,iron mountain/kingsford,mi,usa,45.81835417,-88.1145425,2.3415,2.34151,45.82023239,-88.06596375,45.82023239,-88.06596375
int,Smith Reynolds,winston-salem,nc,usa,36.13372222,-80.222,7.10491,7.10491,36.22307205,-80.284935,36.22307205,-80.284935
iow,Iowa City Municipal,iowa city,ia,usa,41.63924389,-91.54650333,0.187603,11.1663,41.63836288,-91.54304504,41.47974014,-91.58127594
ipj,Lincoln County,lincolnton,nc,usa,35.48332889,-81.16125833,9.73495,9.73495,37.92670059,-114.4492416,37.92670059,-114.4492416
irs,Kirsch Municipal,sturgis,mi,usa,41.8128725,-85.43906111,1.41199,6.63057,41.79921722,-85.41915131,41.84727097,-85.31858826
isn,Sloulin Field International,williston,nd,usa,48.17793861,-103.6423467,2.35821,2.35821,48.14654541,-103.6218109,48.14654541,-103.6218109
isq,Schoolcraft County,manistique,mi,usa,45.97464056,-86.17183056,3.76829,3.76829,45.95779037,-86.24642181,45.95779037,-86.24642181
iwk,Wales,wales,ak,usa,65.62394028,-168.0991719,3.91208,3.91208,44.13312912,-69.96504974,44.13312912,-69.96504974
iyk,Inyokern,inyokern,ca,usa,35.65884306,-117.8295122,1.27864,1.27864,35.64690018,-117.8125687,35.64690018,-117.8125687
iza,Santa Ynez,santa ynez,ca,usa,34.60682028,-120.0755617,1.63642,6.70937,34.60863876,-120.1046753,34.61347198,-120.1936722
izg,Eastern Slopes Regional,fryeburg,me,usa,43.99114472,-70.94787444,2.41715,7.13394,44.01652145,-70.98129272,43.91536331,-71.0453186
jac,Jackson Hole,jackson,wy,usa,43.60732417,-110.7377389,14.7383,14.7383,43.81056595,-110.6487961,43.81056595,-110.6487961
jau,Campbell County,jacksboro,tn,usa,36.33457556,-84.16234472,4.08493,10.2099,36.38285828,-84.11992645,36.41757965,-84.31410217
jax,Jacksonville International,jacksonville,fl,usa,30.49405556,-81.68786111,5.396,5.396,30.41836357,-81.70989227,30.41836357,-81.70989227
jbr,Jonesboro Municipal,jonesboro,ar,usa,35.83186111,-90.64616667,1.28756,1.28756,35.8497963,-90.64094543,35.8497963,-90.64094543
jdn,Jordan,jordan,mt,usa,47.33333417,-106.9339564,11.2207,11.2207,33.48600006,-79.71756744,33.48600006,-79.71756744
jhm,Kapalua,lahaina,hi,usa,20.96293639,-156.6730317,2.49122,2.49122,20.99888802,-156.6708374,20.99888802,-156.6708374
jka,Jack Edwards,gulf shores,al,usa,30.28951667,-87.67371472,1.61903,1.61903,30.29702377,-87.64574432,30.29702377,-87.64574432
jkl,Julian Carroll,jackson,ky,usa,37.59386111,-83.31725,15.893,15.893,37.73425293,-83.54740906,37.73425293,-83.54740906
jnu,Juneau International,juneau,ak,usa,58.35496194,-134.5762764,3.56954,3.56954,58.38724136,-134.6529388,58.38724136,-134.6529388
jnx,Johnston County,smithfield,nc,usa,35.54094139,-78.39032944,6.94915,7.78429,35.44488525,-78.42694855,35.55235291,-78.52800751
jyl,Plantation Airpark,sylvania,ga,usa,32.64544861,-81.59649722,6.62496,6.62496,32.59017563,-81.5039978,32.59017563,-81.5039978
jyo,Leesburg Executive,leesburg,va,usa,39.07797222,-77.5575,2.61573,2.61573,39.115448,-77.56454468,39.115448,-77.56454468
jzi,Charleston Executive,charleston,sc,usa,32.70086111,-80.00291667,2.63367,4.81621,32.70240021,-80.04814911,32.65499496,-79.94061279
k24,Russell County,jamestown,ky,usa,37.00888889,-85.10277778,2.78631,2.78631,36.9847908,-85.06301117,36.9847908,-85.06301117
k29,Council,council,ak,usa,64.89788278,-163.7034472,0.80575,0.80575,64.89499664,-163.6763916,64.89499664,-163.6763916
k54,Teller,teller,ak,usa,65.24089806,-166.3360067,1.73687,1.73687,65.26324463,-166.3640137,65.26324463,-166.3640137
k57,Gould Peterson Municipal,tarkio,mo,usa,40.44583139,-95.36275806,6.55979,6.55979,40.53472137,-95.3191452,40.53472137,-95.3191452
k61,Moritz Memorial,beloit,ks,usa,39.47115222,-98.12878389,1.39519,1.39519,39.45868301,-98.108284,39.45868301,-98.108284
k67,Oswego Municipal,oswego,ks,usa,37.15978667,-95.04246222,8.43846,8.43846,37.17395401,-95.19468689,37.17395401,-95.19468689
k78,Abilene Municipal,abilene.,ks,usa,38.90405583,-97.23585389,1.49763,7.3496,38.91725159,-97.21376801,38.91944504,-97.37113953
k81,Miami County,paola,ks,usa,38.53751389,-94.92524194,3.15059,9.09254,38.57233047,-94.87864685,38.42584991,-94.83829498
k83,Sabetha Municipal,sabetha,ks,usa,39.90416667,-95.7794325,1.14383,1.14383,39.90222168,-95.8008194,39.90222168,-95.8008194
k96,Tuscola,tuscola,il,usa,39.78086528,-88.30616,6.6448,6.6448,39.68475342,-88.30643463,39.68475342,-88.30643463
l04,Holtville,holtville,ca,usa,32.84032361,-115.2674806,13.3862,13.3862,32.95837784,-115.084137,32.95837784,-115.084137
l05,Kern Valley,kernville,ca,usa,35.72828472,-118.4198069,0.849273,17.677,35.73307419,-118.4339447,35.88022995,-118.6736984
l06,Furnace Creek,death valley national park,ca,usa,36.46383694,-116.8814425,0.690115,1.80454,36.458004,-116.8708878,36.45010376,-116.8533554
l08,Borrego Valley,borrego springs,ca,usa,33.25902778,-116.3209722,2.09272,2.09272,33.25535583,-116.3569489,33.25535583,-116.3569489
l12,Redlands Municipal,redlands,ca,usa,34.08526167,-117.1463789,2.77238,7.40277,34.05884171,-117.1096039,34.00390625,-117.0619812
l18,Fallbrook Community Airpark,fallbrook,ca,usa,33.35419806,-117.2508686,1.20563,1.20563,33.37001801,-117.2598038,33.37001801,-117.2598038
l35,Big Bear City,big bear,ca,usa,34.26361944,-116.854475,0.5085,0.5085,34.26788712,-116.8485947,34.26788712,-116.8485947
l45,Bakersfield Municipal,bakersfield,ca,usa,35.32483333,-118.9958333,3.71612,3.71612,35.34030151,-119.0591125,35.34030151,-119.0591125
l52,Oceano County,oceano,ca,usa,35.10136472,-120.6221153,0.5629,4.17519,35.10635757,-120.6298981,35.14931488,-120.5770187
l70,Agua Dulce Airpark,agua dulce,ca,usa,34.50415889,-118.3128561,0.899762,0.899762,34.49637985,-118.3256378,34.49637985,-118.3256378
l71,California City Municipal,california city,ca,usa,35.15125306,-118.0166667,2.48389,2.48389,35.12580109,-117.9859009,35.12580109,-117.9859009
l72,Trona,trona,ca,usa,35.81245333,-117.3272783,4.29336,4.29336,35.76273346,-117.3728333,35.76273346,-117.3728333
laf,Purdue University,lafayette,in,usa,40.41231694,-86.93689889,1.78348,1.78348,40.42586899,-86.9080658,40.42586899,-86.9080658
lam,Los Alamos,los alamos,nm,usa,35.87980194,-106.2694153,1.68351,4.32492,35.88140106,-106.298996,35.87269211,-106.345726
lar,Laramie Regional,laramie,wy,usa,41.31205,-105.6749864,2.37005,18.2749,41.30843735,-105.6296082,41.57608414,-105.6952744
