location	longitude	latitude
 Carroll Valley, PA	-77.3830435	39.7492622
 Rock Hill, SC	-81.0250784	34.9248667
 Williamsport, MD	-77.8205508	39.6006523
 tacoma, WA	-122.4398746	47.2495798
 Muskegon, MI	-86.2483921	43.2341813
 Toronto (Canada), ON	-79.3393922243	43.847566
 Rolla, MO	-91.771792	37.9513575
 Kingston (Canada), ON	-76.5059924458	44.2600304
 Pell Lake, WI	-88.3509273	42.5380735
 Sacramento, CA	-121.4943996	38.5815719
 Port Clinton, OH	-82.9376919	41.5119954
 Puyallup, WA	-122.2921406	47.1849009
 Salineville, OH	-80.8378609	40.6225623
 Las Vegas, NV	-115.149225	36.1662859
 Anniston, AL	-85.8398422788	33.695381
 Romney, WV	-78.7565085	39.3419387
 North Riverside, IL	-87.8152024	41.84686
 Long Eaton (Derbyshire) (UK/England),	-1.270813	52.8985715
 Bellevue, WA	-122.1923372	47.6144219
 Merced, CA	-120.4843269	37.3029568
 Waterdown (Canada), ON	-79.895668	43.331421
 Monroe, MI	-83.3968252	41.9145037
 Warwick, NY	-73.8898392155	40.75103865
 Oklahoma City, OK	-97.5170536	35.4729886
 Coventry, CT	-72.3050803	41.7700987
 Stockton, KS	-99.265097	39.438066
 London, KY	-84.0832646	37.1289771
 Waterloo, IL	-90.1498341	38.3358857
 Kaneohe, HI	-157.796071607	21.4055
 Charlotte, NC	-80.8431268	35.2270869
 Gwynn Oak, MD	-76.7182361843	39.3269665
 Five Islands (Canada), NS	-64.1082769	45.3776498
 Chico, CA	-73.5428	45.5484418
 Maurertown, VA	-78.4636193	38.9298326
 Kingston, WA	-122.4990762	47.7987627
 Denver, CO	-104.9847034	39.7391536
 Cape Canaveral, FL	-80.52662	28.45077
 Beavercreek, OH	-84.0632685	39.7092262
 North Manchester, IN	-85.768597	41.0006005
 Candia, NH	-71.277237	43.077916
 Wautoma, WI	-89.287897	44.0746995
 Muskegon, MI	-86.2483921	43.2341813

 Birmingham (Huffman/Centerpoint), AL	-86.68516	33.61996
 Biglerville, PA	-77.2482712	39.9303777
 South Jordan, UT	-111.929658	40.5621704
 Los Angeles, CA	-118.244476	34.054935
 Beale AFB, CA	-121.356689777	39.1087605
 Doraville, GA	-84.2832564	33.8981579
 Williams Lake (Canada), BC	-68.3177249	-34.6030417
 Houston, TX	-95.3676974	29.7589382
 Holliday, TX	-98.6950596	33.8162095
 Rohnert Park, CA	-122.7010984	38.3396367
 Colorado Springs, CO	-104.8253485	38.8339578
 Blackpool (UK/England),	-3.03731999502	53.8245483
 Loveland, OH	-84.2638406	39.2689562
 Los Angeles, CA	-118.244476	34.054935
 Raymore, MO	-94.4527294	38.801953

 Suwanee, GA	-84.0712997	34.0514898
 Las Vegas, NV	-115.149225	36.1662859
 Bremerton, WA	-122.6246836	47.5653663
 Brewster, MA	-70.082796	41.7601093
 Tucson, AZ	-110.9262353	32.2218917
 Denver, CO	-104.9847034	39.7391536
 Karachi (Pakistan),	67.1821931713	25.147872
 South Amherst, OH	-82.2537689	41.3558794
 Kelowna (Canada), BC	-119.498291	49.889326
 Portland, OR	-122.6741949	45.5202471
 Visalia, CA	-119.2920585	36.3302284
 Kansas City, MO	-94.5408358	38.6843072
 Fayetteville, NC	-78.878292	35.0525759
 Bel Air, MD	-76.3490396	39.5355063
 Riverside, TX	-97.5224847	25.9086915
 Statesboro, GA	-81.7832912	32.4490141
 Peterborough (UK/England),	-0.2416701	52.5738875
 Atlanta, GA	-84.3901849	33.7490987
 Jericho, NY	-73.5398476	40.7920441
 Las Vegas, NV	-115.149225	36.1662859
 New Ipswich, NH	-71.8542429	42.7481421
 Aylmer (Canada), QC	-75.8170664	45.4031502
 Boylston, MA	-71.7036807	42.3917592
 Bahamas,	-78.0000547	24.7736546
 McComb, MS	-90.4531536	31.2437872
 El Paso, TX	-106.501349396	31.8111305
 Pensacola, FL	-87.2169149	30.421309
 Southington, CT	-72.8782941	41.6005435

 Kelowna (Canada), BC	-119.498291	49.889326
 Bremerton, WA	-122.6246836	47.5653663
 Santa Clarita, CA	-118.542586	34.3916641
 Middlesbrough (UK/England),	-1.2344047	54.5760419
 Jacksonville, FL	-81.655651	30.3321838
 Brantford (Canada), ON	-80.1882959	43.1515288
 Longmont, CO	-105.1019287	40.1672117
 Westchester (northern), NY	-73.7256454245	41.19666215
 Stony Brook, NY	-73.140943	40.9256538
 Houston, TX	-95.3676974	29.7589382
 Pittsburgh, PA	-79.9900861	40.4416941
 Redondo Beach, CA	-118.3886766	33.8455911
 San Diego, CA	-117.1627714	32.7174209
 Evanston, IL	-87.6930459	42.0447388
 East Windsor (Cranbury), NJ	-83.0673860354	42.30822125
 Parker, CO	-104.7612638	39.5184514
 Springfield, OR	-123.0220289	44.0462362
 Denver, CO	-104.9847034	39.7391536
 Ellwood City, PA	-80.2864515	40.8617303
 Seattle, WA	-122.3300624	47.6038321
 Gilroy, CA	-121.5631723	37.0065078
 Hubert, NC	-77.2452328	34.7137729
 Flint, MI	-83.7236024	43.0171773
 Shelton, WA	-123.1007066	47.2150945
 Sultan (near), WA	-121.8147315	47.862282
 Collinsville, AL	-85.8605251	34.2639821
 Delta, PA	-82.4213497	8.4493196
 Orlando, FL	-81.3794368	28.5423999
 Bangalore (India),	77.5912997	12.9791198
 Dallas (DFW Airport), TX	-96.7968559	32.7762719
 Wynnewood, PA	-75.2731002	40.0027198
 Sarasota, FL	-82.5306527	27.3364347
 Knin (Croatia),	16.199433	44.04085
 Gilbert, WV	-81.8665068	37.6142758
 Woodstock, VA	-78.5058429	38.8817784
 Mississauga (Canada), ON	-79.7018616578	43.5754447
 Shreveport, LA	-93.7651944	32.5221828
 Santa Ana, CA	-117.8732213	33.7494951
 Glennwood, OR	-122.2198885	45.33763
 Elwood, IL	-88.1117242	41.4039201
 Grove City, PA	-80.0886631	41.1579008
 Richmond, VA	-77.43428	37.5385087
 Palm Desert, CA	-116.3825711	33.7288179
 Oklahoma (rural), OK	-97.4367741	35.5533328
 St. Bernardin (Canada), ON	-74.8000491	45.4582152
 Gheorgheni (Romania),	25.5941652234	46.721277
 San Jose, CA	-121.9031599	37.3297085
 San Rafael, CA	-122.5310874	37.9735346
 Lakeport, CA	-122.9158293	39.0429506
 Tulsa, OK	-95.9929113	36.1556805
 Johnstown, PA	-78.9219698	40.3267407
 Northampton (UK/England),	-0.902493	52.2385239
 Windsor (Canada), ON	-82.9871133682	42.29711805

 Buckner, MO	-94.1986648	39.1324873
 Troy, IL	-89.8831541	38.7292147

 Cottonwood, CA	-122.1565896	53.052042
 Kennedy, NY	-79.1019877	42.1572816
 Lutz, FL	-82.459182398	28.1301047
 Riverhead, NY	-72.6620402	40.9170435
 San Antonio, TX	-98.4951405	29.4246002
 Maupin, OR	-121.0812475	45.1750921
 Omaha, NE	-95.9378732	41.2587317
 Cut Bank, MT	-112.326162	48.63304
 Benbrook, TX	-97.4605759	32.673188
 Moreno Valley, CA	-117.2305944	33.937517
 Guernsey (UK/England),	-2.58120225033	49.46229125
 Newcastle (Australia),	151.7812534	-32.9272881
 , MS	-54.4794731	-19.5852564
 Easton, WA	-121.1782768	47.2371778
 Bothell, WA	-122.2068288	47.7598697
 Syracuse, NY	-76.1474244	43.0481221
 Cottonwood, CA	-122.1565896	53.052042
 New Orleans, LA	4.48745086188	51.90491615
 Corona, CA	-124.087538	49.198057
 West Plains, MO	-91.8525756	36.7281652
 Clark, NJ	-74.3148279	40.6233995
 Boonsboro, MD	-77.652425	39.5061332
 Soquel, CA	-121.9550714	36.9886992
 Troutdale, OR	-122.391155	45.5317928
 Wilson, NC	-82.4265105	35.594004
 Littleton, CO	-105.0166498	39.613321
 Allentown, PA	-75.4712794	40.6022059
 Mesa, AZ	-114.0824451	34.2700153
 Clearlake, CA	-122.6263728	38.9582307
 State College, PA	-77.8538859449	40.78791245
 Irvine, CA	-110.2732606	49.9584438
 New York City (Manhattan), NY	-74.0000328	40.759151
 London (UK/England),	-0.113476774885	51.51419575
 Alpharetta, GA	-84.2747329	34.0709576
 Jacksonville, AL	-85.7613476	33.8137163

 Surprise, AZ	-112.3680189	33.6292271
 Redding, CA	-122.3916754	40.5863563
 Seattle, WA	-122.3300624	47.6038321
 Rifle, CO	-107.7831199	39.5347023
 Kent, NE	-73.4770859	41.724646
 Garden Grove, CA	-96.8780139	49.5091225
 Hendersonville, NC	-82.4609528	35.3187279
 Indio, CA	-116.2188054	33.7192808
 Regina (Canada), SK	-100.2901017	25.7686811
 College Grove, TN	-84.6207712	35.8911848
 Huntington, IN	-85.497476	40.8831011
 Edmond, OK	-97.4649038	35.6571367
 Middletown, NJ	-74.51349	40.9159321
 Vandergrift, PA	-79.5647667	40.6028434
 Castro Valley, CA	-122.0864141	37.6942962
 Seattle, WA	-122.3300624	47.6038321
 Kitchener (Canada), ON	-80.494423	43.453168
 Elko, NV	-115.7631233	40.8324212
 Marion, NC	-82.0092745	35.6840131
 Woodstock, VA	-78.5058429	38.8817784
 Grove City, PA	-80.0886631	41.1579008
 Fort Collins, CO	-105.0668085	40.5508527
 Philadelphia, PA	-75.1635899	39.9523993
 Winsted, CT	-73.0717849268	41.927511
 Kannapolis, NC	-80.6217341	35.4873613
 Stayton, OR	-122.7945333	44.8006775
 Portland, OR	-122.6741949	45.5202471
 Sierra Vista, AZ	-110.3036929	31.5545401
 Corona del Mar, CA	-117.8724843	33.599523
 Jim Thorpe, PA	-75.7324127	40.8759235
 New Milford, CT	-73.4117653831	41.5867418
 Keele (UK/England),	-2.2877425	53.0038078
 Falkirk, Glasgow (UK/Scotland),	-3.9071754	56.0221435
 Seattle, WA	-122.3300624	47.6038321
 Franklin, VA	-76.9224609	36.6776507
 Asheville, NC	-82.5540161	35.6009498
 Orlando, FL	-81.3794368	28.5423999
 Spokane, WA	-117.4212265	47.6579425
 New York City (Brooklyn), NY	-73.9385536	40.6391069
 Enid, OK	-97.8791341	36.3967623
 Redmond, OR	-121.1739212	44.2726203
 Baltimore, MD	-76.610759	39.2908816
 Crestwood, IL	-87.7525511	41.6611444
 Whyalla (Australia),	137.5843572	-33.0382085
 Napili Bay (Maui), HI	-156.6708333	20.9988889
 Mississauga (Canada), ON	-79.7018616578	43.5754447
 Fredericksburg, VA	-77.4605399	38.3031837
 Eatonton, GA	-83.3884961	33.3267997
 Nottingham (UK/England),	-1.1492773	52.9534161
 Lehigh Acres, FL	-81.6581333097	26.6040585
 Delano, MN	-93.7891331	45.0419073
 New York, NY	-73.9866136	40.7306458
 Bailey's Harbor, WI	-87.124274	45.064993
 Inverness (near) (UK/Scotland),	-4.225739	57.4790124
 Dublin (Republic of Ireland),	-6.2602732	53.3497645
 Albuquerque, NM	-106.6509851	35.0841034
 Ypsilanti, MI	-83.613055	42.2410562
 Virginia Beach, VA	-76.0509251226	36.7953025
 Orlando, FL	-81.3794368	28.5423999
 Jersey (Channel Islands) (UK/England),	-2.12559995964	49.21230655
 Capon Bridge, WV	-78.4414056	39.3000775
 San Diego, CA	-117.1627714	32.7174209
 Sydney (Australia),	151.2164539	-33.8548157
 Grand Blanc, MI	-83.6299518	42.9275277
 Cordova, AK	-145.7589103	60.5439444
 Nashville, TN	-86.7743531	36.1622296
 Wapato, WA	-120.4203382	46.4476278
 Cabot, AR	-58.7261257	-34.4336606
 New York City (Whitestone), NY	-73.9866136	40.7306458
 North Highlands, CA	-121.387953818	38.6710975
 Dubai (United Arab Republic),	30.961206	2.9470179
 Boise, ID	-116.200835	43.61656
 Frankfort, IN	-87.8486613	41.4958665
 Middleboro, MA	-70.9111517	41.8931576
 Mount Shasta, CA	-122.195009	41.4093201
 Hernando, MS	-89.9937018	34.823987
 Westport, CT	-73.3578955	41.1414855
 Selma, OR	-123.615901	42.2790023
 Etobicoke (Canada), ON	-79.5583187	43.6380242

 Cancun (Mexico),	-106.3984636	23.2639921
 Gaithersburg, MD	-77.2013705	39.1434406
 South Amherst, OH	-82.2537689	41.3558794
 Carrollton, TX	-96.8902816	32.9537349
 Dryden (Canada), ON	-92.835846	49.785698
 Jewett, NY	-74.3029229	42.2703636
 Woodbury, TN	-86.0716565	35.8275672
 Sugar Notch, PA	-75.9282538	41.1970266
 Kaneohe, HI	-157.796071607	21.4055
 South Tucson, AZ	-110.9683439	32.1994951
 UK/England (southern part),	-0.540240286617	52.7954791
 East Rutherford, NJ	-74.0970865	40.833989
 Duiven (Netherlands),	6.0245762	51.9496483
 Panama City, FL	-85.6545729	30.1600827
 Springfield, MO	-93.2920373	37.2166779

 Ingersoll (Canada), ON	-80.88211	43.037725
 New York City, NY	-73.9866136	40.7306458
 Toledo, OH	-83.5127283	41.6786754
 Warminster, PA	-75.0889315	40.1950775
 none, FL	-82.733622	27.8963092
 Douglas, GA	28.0260389	-26.1146385
 Okanogan, WA	-119.6527477	48.5158513
 Clovis, CA	-119.7029194	36.8252277
 Tucson, AZ	-110.9262353	32.2218917
 Cupertino, CA	-122.0322519	37.3230107
 Tulum (near Cancun) (Mexico),	-87.4295353144	20.2152358
 Decatur (Atlanta suburb), GA	-84.296069	33.7737582
 Kirkwood, MO	-90.4184997609	38.577815
 Wellston, MI	-90.2992808	38.6728292
 Fargo, ND	-96.789821	46.877229
 Phoenix, AZ	-112.0773456	33.4485866
 Seattle, WA	-122.3300624	47.6038321
 Madison, WI	-89.3837613	43.074761
 New York City (Queens), NY	-73.9408211	40.7508772
 Dallas, GA	28.1843471	-26.2481587
 Hoffman Estates (8 mi. NW of O'Hare Airport), IL	-88.079871	42.0426639
 Sidcup, Kent (UK/England),	0.3676399	51.4289358
 Newcastle upon Tyne (UK/England),	-1.6142059	54.9770924
 Villa Rica, GA	-84.9191081	33.732052
 London (UK/England),	-0.113476774885	51.51419575
 Irvine, CA	-110.2732606	49.9584438
 North Riverside, IL	-87.8152024	41.84686
 New York City, NY	-73.9866136	40.7306458
 Hollywood, CA	-123.0008188	49.2270892
 Canton, NY	-75.1690942	44.5956163

 Village of Oak Creek, AZ	-111.7624459	34.7794605
 Celina, TN	-85.505247	36.5500611
 White City /Eagle Point, OR	-122.821268	42.453481
 Toronto (Canada), ON	-79.3393922243	43.847566
 Adelaide  (South Australia),	138.599899	-34.9274284
 Zanesville, OH	-82.0131924	39.9403453

 Safford, AZ	-109.70758	32.8339546
 Westchester (Canada), IL	-123.2487353	49.2569388
 Chicago, IL	-87.6244212	41.8755546
 Reno, NV	-119.8136744	39.52927
 Springfield, MO	-93.2920373	37.2166779
 Hampton, TN	-82.1726295	36.2842787
 Dewsbury, West Yorkshire (UK/England),	-1.6302142	53.6909103
 Grand Forks, ND	-97.0592028	47.9078244
 Carrabelle, FL	-84.664348	29.8532645
 UK/England,	-0.540240286617	52.7954791
 Arlington, VA	-77.0841585	38.8903961
 Richmond, VA	-77.43428	37.5385087
 New York City, NY	-73.9866136	40.7306458
 Albany, NY	-73.754968	42.6511674
 Quang Tri (Viet Nam),	106.8588935	16.8581352
 Scottsdale, AZ	-111.8992365	33.5091215
 Friendship, WI	-89.816793	43.9705262
 Portland, OR	-122.6741949	45.5202471
 Springfield, MA	-72.589811	42.1014831
 Vassalboro, ME	-69.6778992	44.4595251
 Ft. Lauderdale, FL	-80.1433786	26.1223084
 Cross Timbers, MO	-93.2268639	38.0247532
 Sudbury (Canada), ON	-80.9850532022	46.51191845
 Vaughn (Canada), ON	-81.1432936	43.0100818
 Signal Mtn., TN	-84.4677156	36.2834122
 Abilene, TX	-99.7333478	32.4464534
 Boynton Beach, FL	-80.0664309	26.5253491
 Marion, VA	-81.5148368	36.8348383
 San Jose, CA	-121.9031599	37.3297085
 New York City (Manhattan), NY	-74.0000328	40.759151
 Wichita, KS	-97.3375448	37.6922361
 Vancouver, WA	-122.6744557	45.6306954
 Toronto (Canada), ON	-79.3393922243	43.847566
 Greensboro, PA	-87.5958396	32.7045753
 Warwick, NY	-73.8898392155	40.75103865
 Congress, AZ	-112.8507374	34.162526
 Detroit, MI	-83.0567375	42.3486635
 Brentwood, CA	-114.1260514	51.0930748
 Itasca, IL	-88.0067509	41.9751722
 Mount Airy, GA	-83.5007265	34.5187106
 Santa Rosa, CA	-123.10250585	49.26334935
 Arcadia, FL	-81.8584164	27.2158826
 Pinnacle, NC	-82.7426322	35.5795516
 San Juan (Puerto Rico),	-66.116666	18.465299
 Richmond, KY	-84.2946539	37.7478572
 Greenfield, IL	-88.0125865	42.9614039
 Randolph, MA	-71.0411588	42.1625997
 Spindale, NC	-81.929271	35.3601212
 Bremerton, WA	-122.6246836	47.5653663
 Black Canyon City, AZ	-112.1507149	34.0708665
 Des Moines, IA	-93.6037149	41.5910641
 Everett, WA	-122.2013998	47.9673056
 Round Rock, TX	-97.6788934	30.508235
 North Vancouver (Canada), BC	-123.074341	49.321542
 Lewiston, MI	-91.8695909	43.9846785
 Plano, TX	-96.6925096	33.0136764
 Winter Springs, FL	-81.288509555	28.693322
 Bonita Springs, FL	-81.8211122	26.3525758
 Tacoma, WA	-122.4398746	47.2495798
 Downingtown, PA	-75.7032742	40.0064958
 Jamesport, NY	-72.5814801	40.9495443
 Etobicoke (Canada), ON	-79.5583187	43.6380242
 New York City (Bronx), NY	-73.897035	40.900288
 Tallahassee, FL	-84.2809332	30.4380832
 Kannapolis, NC	-80.6217341	35.4873613
 Ramadi (Iraq),	43.307505	33.4205927
 Hanover, NH	-72.288666	43.703622
 New London, CT	-72.0995209	41.3556539

 Detroit, MI	-83.0567375	42.3486635
 Toronto (north of) (Canada), ON	-79.387207	43.653963
 Tampa, FL	-82.458444	27.9477595
 Saint John (Canada), NB	-66.058044	45.278752
 Arlington, VA	-77.0841585	38.8903961
 Downers Grove, IL	-88.0068999	41.7946074
 North Kingstown, RI	-71.4693875	41.5514283
 Cuyahoga Falls, OH	-81.4848086	41.1348213
 Lakeview, OH	-81.5236875	40.9982202
 St. Clair Shores, MI	-82.8888054	42.4969805
 Chandler, AZ	-111.8408489	33.3067132
 Bridgend (UK/Wales),	-3.56527017582	51.55735365
 Michoacan (Mexico),	-101.878113	19.207098
 St. Charles, MO	-90.789128	38.9069393
 Leigh Acres, FL	-81.6581333097	26.6040585
 New York City, NY	-73.9866136	40.7306458
 Manchester (UK/England),	-2.24922263345	53.38360005
 Elmsford, NY	-73.8201338	41.0550969
 South Kingston, NH	-71.082407	42.8808297
 Lexington, KY	-84.4970393	38.0464066
 Alfreton (UK/England),	-1.3900241	53.0972537
 London (Canada), ON	-81.2320021	42.9604373
 Worcester? (South of; on Rt 146 N), MA	-71.8022934	42.2625932
 St. Charles, MO	-90.789128	38.9069393
 Fayetteville, AR	-94.1574328	36.0625843
 North Hollywood, CA	-118.3740371	34.1729044

 Palmdale, CA	-118.1171108	34.5793131
 Abingdon, MD	-76.2791236	39.4623305
 Nova Scotia (south shore) (Canada), NS	-63.75	45.0
 Indialantic, FL	-80.5656079	28.0894599
 Heathrow/London (UK/England),	-0.459082141574	51.4677705
 Salt Lake City, UT	-111.8904308	40.7670126
 Loveland, CO	-105.0749801	40.3977612
 Madisonville, KY	-87.4986989	37.3280037
 Seatac, WA	-122.2830842	47.4449086
 Gainesville, FL	-82.3249961	29.6519396
 Poulsbo, WA	-122.63928	47.7391366
 Oswego, NY	-76.5095967	43.4547284
 South Elgin, IL	-88.2922996	41.9941938
 Austin, TX	-97.7436995	30.2711286

 Massachusetts/New Hampshire, NH	-71.4439346961	42.7451287
 Sidney, OH	-84.1554987	40.2842164
 Shelton, WA	-123.1007066	47.2150945
 Plainfield, CT	-71.915073	41.6764876
 Silver Creek, GA	-85.174276	34.242305
 Liberty, MO	-94.419079	39.246479
 Perth Amboy, NJ	-74.2654234	40.5067723
 Rowland, NC	-79.2914306	34.5365518
 Mapleton (nearby), UT	-111.5785281	40.1302338
 Hemet, CA	-117.035766636	33.778562
 Montreal (Canada), QC	-73.5526907	45.5224467
 Scarborough (Canada), ON	-79.304518	43.7791569
 Gulf Shores, AL	-87.6457412289	30.297024

 Orlando, FL	-81.3794368	28.5423999
 Chicago, IL	-87.6244212	41.8755546
 Itasca, IL	-88.0067509	41.9751722
 Norwood, NC	-80.1189477	35.2195898
 Guetersloh (Germany),	8.3782078	51.9063997
 St. Augustine, FL	-81.3145395	29.8946952
 Rathdrum, ID	-116.8971436	47.8119059
 Coalinga, CA	-120.294545683	36.16099095
 Crystal Beach, FL	-82.7798243	28.0914044
 Myrtle Beach, SC	-78.8900409	33.6956461
 Shreveport, LA	-93.7651944	32.5221828
 Bethel, CT	-73.4140097	41.3712063
 Del Rio, TX	-100.896761	29.3627296
 Lincoln, MT	-115.4911526	48.5891095
 Wheat Ridge, CO	-105.0772063	39.766098
 Hartlepool (UK/England),	-1.2003161	54.6957009
 Ansbach (Germany),	10.5722288	49.3028611

 Lockport, IL	-88.057837	41.5894753
 Dunedin (New Zealand),	170.503488	-45.8739282
 Laguna Hills, CA	-117.6882067	33.5948758
 Lincoln, RI	-71.4663863	41.9529237
 Seattle, WA	-122.3300624	47.6038321
 Halifax (Canada), NS	-63.609868289	44.6838468
 Miami, FL	-80.1936589	25.7742658
 Far East,	-9.46805903929	7.00227415
 Coquitlam (Canada), BC	-122.771964192	49.2869593
 Markham (Canada), ON	-79.326782	43.854336
 Ankara (Turkey),	32.8537929	39.9215219
 Nowshahr (Iran),	51.4915115	36.6503443
 Bangalore (India), IN	77.5931647149	12.983073
 Muncie, IN	-85.3865114	40.1936683
 Akumal, Quintana Roo (Mexico),	-87.314288	20.396826
 State College, PA	-77.8538859449	40.78791245
 Friedberg/Hessen (Germany),	8.7552824	50.3365758
 North Platte, NE	-100.7654232	41.1238873
 Petaluma, CA	-122.606122413	38.270022
 Wayne, NJ	-74.2376802	40.9491723
 Williston, ND	-103.621814	48.1465457
 Visalia, CA	-119.2920585	36.3302284
 Fremont, IN	-84.9327395	41.7308834
 Gold Beach, OR	-124.421774	42.407333
 Cleveland, OH	-81.6934446	41.5051613
 McDonough, GA	-84.1468616	33.4473361
 Sanibel Island, FL	-82.1137049	26.440359
 Overland Park, KS	-94.6707917	38.9822282
 Johnson City, TN	-82.3534728	36.3134398
 Dayville, CT	-71.8875721	41.8464872
 LeRoy, KS	-95.6343722562	38.0855506
 Utopia, TX	-99.5269927	29.6152274
 Homestead, FL	-80.4759905	25.4718946
 Southington, CT	-72.8782941	41.6005435
 Correctionville, IA	-95.785565	42.4749887
 Waco, TX	-97.1466695	31.549333
 Winchester, KY	-84.1796503	37.990079
 Gallup (30 miles east of; on I-40), NM	-108.7439489	35.5283573
 Huntsville, AL	-86.5859011	34.729847
 Fresno, CA	-119.708861261	36.7295295
 Kirkcaldy (UK/Scotland),	-3.1607884	56.109939
 Louisville, KY	-85.759407	38.2542376
 Port Coquitlam (Canada), BC	-122.7805425	49.2621643
 Wurtsboro, NY	-74.4871031	41.5767603
 Pendergrass, GA	-83.6779474	34.1623292
 Throop, PA	-75.6118548	41.4514694
 Buckeye, AZ	-112.572688055	33.377888
 Kansas City, MO	-94.5408358	38.6843072
 North Pownal, VT	-73.2645534	42.7975789
 Livingston, TX	-94.9329898	30.711029
 Batavia, OH	-84.1768795	39.0770072
 Sabetha, KS	-95.800823	39.902222
 Larksville, PA	-75.9307534	41.2450817
 Saddleback, CA	-120.364583047	50.7268457
 East Aurora, NY	-78.6177611	42.7689141
 DeWitt, MI	-84.5694103	42.842382
 Phoenix, AZ	-112.0773456	33.4485866

 Allen, TX	-96.6705503	33.1031744
 Baghdad (Iraq),	44.3787992	33.3024309
 San Diego, CA	-117.1627714	32.7174209
 Heflin, AL	-85.5874584	33.6489948
 Buffalo, NY	-78.8783922	42.8867166
 Hilliard, OH	-83.1596108	40.033814
 Lexington, KY	-84.4970393	38.0464066
 Seattle, WA	-122.3300624	47.6038321
 Beaverton, OR	-122.8037804	45.4871723
 Silver Spring, MD	-77.0288918	38.9959081
 Limassol (Cyprus),	32.9855893845	34.79489125
 Garden Grove, CA	-96.8780139	49.5091225
 Deming, NM	-107.7586404	32.2686981
 St. Louis, MO	-90.2416548	38.6337716
 Paintsville, KY	-82.8071054	37.8145384
 Boekel (The Netherlands),	5.6748219834	51.60571795
 Shavertown, PA	-75.9379761	41.3198025
 Saint Petersburg, FL	-82.6695085	27.7703796
 Sacramento, CA	-121.4943996	38.5815719
 Louisville, KY	-85.759407	38.2542376
 Lake Oswego, OR	-122.6706498	45.4206749
 Montreal (Canada), QC	-73.5526907	45.5224467
 Liberty Hill, TX	-95.2921664	31.560178
 Ralston, NE	-96.0323796	41.2016674
 Irvine, CA	-110.2732606	49.9584438
 Fort Wayne, IN	-85.1386015	41.0799898
 Garland, TX	-96.6388833	32.912624
 Salt Lake City, UT	-111.8904308	40.7670126
 Spring Valley, CA	-63.6258941	46.4972658
 Palmdale, CA	-118.1171108	34.5793131
 Santa Monica, CA	-75.559685	46.724362
 Stratford (UK/England),	-1.7057877	52.1923414
 Austin, TX	-97.7436995	30.2711286
 Beaverton, OR	-122.8037804	45.4871723
 Edina, MN	-93.3501222	44.8897027
 Lake Arrowhead, CA	-117.185754082	34.2592869
 Indianapolis, IN	-86.1583502	39.7683331
 Maysville, OK	-97.4058604	34.8172987
 Richmond Hill (Canada), ON	-79.439392	43.880078
 La Mesa, CA	-120.424031	50.675786
 Wilkes-Barre, PA	-75.8817316	41.2464824
 Little Rock, AR	-92.2895948	34.7464809
 Commerce, GA	-83.4571058	34.203997
 Seattle, WA	-122.3300624	47.6038321
 New York City (Brooklyn), NY	-73.9385536	40.6391069
 Corunna (Canada), ON	-82.4533014	42.8885911
 Edinburgh (UK/Scotland),	-3.3119676	55.9400931
 Yakima, WA	-120.5108421	46.601557
 Herndon, VA	-77.3859479	38.9695316
 Loomis (closest town), WA	-124.0482158	46.4362102
 Salem, OR	-123.033121	44.9391565
 Overland Park, KS	-94.6707917	38.9822282
 Columbus, OH	-83.0007065	39.9622601
 St. Charles, IL	-88.31249	41.9139556
 Afghanistan,	66.2385139	33.7680065
 Slave Lake (Canada), AB	-114.7717876	55.2810741
 Williamsport, PA	-77.0027671	41.2493292
 Damariscotta, ME	-69.5186585	44.0328573
 Ponca city, OK	-97.0667341	36.7267431
 Stratford (UK/England),	-1.7057877	52.1923414
 La Plata (Argentina),	-57.9537638	-34.9206797
 Brighton, MI	-83.7846458	42.5316918
 Ortonville, MI	-83.4430002	42.8522506
 Loanhead (UK/Scotland),	-3.9417093	55.9228899
 Chakri, Islamabad (Pakistan),	72.7630289	33.2926861

 Portland, CT	-72.6406483	41.5728766
 Middleton, WI	-89.5119565	43.0962919
 Lake Stevens, WA	-122.0660914	48.0197794

 Shinnston, WV	-80.3008402	39.3953654
 Russellville, KY	-86.887219	36.8453199
 St. Louis County, MO	-90.5188273931	38.63904535
 Grand Bay, AL	-88.3465395519	30.4722155
 West Jordan, UT	-111.9391031	40.6096698
 New York City, NY	-73.9866136	40.7306458
 North Reading, MA	-71.0786653	42.5750939
 Amsterdam (The Netherlands),	4.89797550562	52.3745403
 Missoula, MT	-113.9952796	46.8700801
 Ephrata, WA	-119.5536491	47.3176385
 Pittsburgh, PA	-79.9900861	40.4416941
 Provo, UT	-111.6585337	40.2338438
 Chino Hills, CA	-117.760056	33.9926803
 Waterbury, CT	-73.0514966	41.5581525
 Irvine, CA	-110.2732606	49.9584438
 Trumbull, CT	-73.2019777272	41.2599265
 Wittmann, AZ	-112.5297624	33.7782918
 Latta, SC	-79.4321949	34.337691
 Gloucester, MA	-70.6619888	42.6159286
 Byron, GA	28.0956392	-26.252105
 Goose Creek, SC	-80.0387292	32.9961038
 Madison, WI	-89.3837613	43.074761
 Columbia, LA	-81.0343313	34.0007493
 Montreal (Canada), QC	-73.5526907	45.5224467
 Markham (Canada), ON	-79.326782	43.854336

 North Adamas, MA	6.8610927	51.4737448
